wodbus_entrytimestamp,qb50p1_v2_wod_bus_id,rawframe_id,rxtime,id_software,id_satellite,id_packet,opmode,bootcounter,packetcounter,cmdcounter_rx,cmdcounter_valid,uptime,wodbus_entrytime,wodbus_entrynumber,wodbus_validitybits_1,wodbus_validitybits_2,wodbus_validitybits_3,wodbus_valid_panel_0,wodbus_valid_panel_1,wodbus_valid_panel_2,wodbus_valid_panel_3,wodbus_valid_panel_4,wodbus_valid_trxuv_tlm,wodbus_valid_trxuv_state,wodbus_valid_eps,wodbus_valid_ants_state_a,wodbus_valid_ants_state_b,wodbus_valid_ants_temp_a,wodbus_valid_ants_temp_b,wodbus_valid_adcs_pwrtemp,wodbus_valid_adcs_state,wodbus_valid_adcs_meas_calibrated,wodbus_valid_adcs_meas_raw,wodbus_valid_obcsupervisor,wodbus_valid_obcepoch,wodbus_valid_obcrtcworking,wodbus_valid_adcs_actcmds,wodbus_valid_qarman_tcs,wodbus_valid_suthermocouple,wodbus_panels_temp_xp,wodbus_panels_temp_xm,wodbus_panels_temp_yp,wodbus_panels_temp_ym,wodbus_panels_temp_zm,wodbus_trxuv_rxdoppler,wodbus_trxuv_rxrssi,wodbus_trxuv_txreflpower,wodbus_trxuv_txfwdpower,wodbus_trxuv_txcurrent,wodbus_trxuv_rxcurrent,wodbus_trxuv_patemp,wodbus_trxuv_busvolt,wodbus_trxuv_tx_mode,wodbus_trxuv_tx_bitrate,wodbus_truxv_tx_dltype,wodbus_truxv_tx_beacon,wodbus_truxv_tx_idlemode,wodbus_ants_a_status,wodbus_ants_a_status_armed,wodbus_ants_a_status_ant4deploying,wodbus_ants_a_status_ant4timeout,wodbus_ants_a_status_ant4undeployed,wodbus_ants_a_status_ant3deploying,wodbus_ants_a_status_ant3timeout,wodbus_ants_a_status_ant3undeployed,wodbus_ants_a_status_ignoreflag,wodbus_ants_a_status_ant2deploying,wodbus_ants_a_status_ant2timeout,wodbus_ants_a_status_ant2undeployed,wodbus_ants_a_status_ant1deploying,wodbus_ants_a_status_ant1timeout,wodbus_ants_a_status_ant1undeployed,wodbus_ants_a_temp,wodbus_ants_b_status,wodbus_ants_b_status_armed,wodbus_ants_b_status_ant4deploying,wodbus_ants_b_status_ant4timeout,wodbus_ants_b_status_ant4undeployed,wodbus_ants_b_status_ant3deploying,wodbus_ants_b_status_ant3timeout,wodbus_ants_b_status_ant3undeployed,wodbus_ants_b_status_ignoreflag,wodbus_ants_b_status_ant2deploying,wodbus_ants_b_status_ant2timeout,wodbus_ants_b_status_ant2undeployed,wodbus_ants_b_status_ant1deploying,wodbus_ants_b_status_ant1timeout,wodbus_ants_b_status_ant1undeployed,wodbus_ants_b_temp,wodbus_hksup_spicommandstatus,wodbus_hksup_enable_status,wodbus_hksup_enable_status_powerobc,wodbus_hksup_enable_status_powerrtc,wodbus_hksup_enable_status_isinsupervisormode,wodbus_hksup_enable_status_busyrtc,wodbus_hksup_enable_status_poweroffrtc,wodbus_obcsup_sup_uptime,wodbus_obcsup_iobc_uptime,wodbus_obcsup_iobc_resetcount,wodbus_obcsup_temp,wodbus_obcsup_3v3in,wodbus_obcsup_3v3,wodbus_obcsup_ref2v5,wodbus_obcsup_1v8,wodbus_obcsup_1v0,wodbus_obcsup_curr3v3,wodbus_obcsup_curr1v8,wodbus_obcsup_curr1v0,wodbus_obcsup_vrtc,wodbus_obcsup_adc_updateflag,wodbus_obcsup_crc8,wodbus_hkobc_safeflag_lasttrg,wodbus_hkobc_safeflag_uptime,wodbus_hkobc_obc_epoch,wodbus_hkobc_adcsmode,wodbus_hkobc_dboard_switches,wodbus_hkobc_dboard_switch3v3,wodbus_hkobc_dboard_switch5v,wodbus_hkobc_dboard_switchbatv,wodbus_hkobc_bootcounter,wodbus_hkobc_uptime,wodbus_hkobc_opmode,wodbus_qarman_tc1_ocfault,wodbus_qarman_tc1_scgfault,wodbus_qarman_tc1_scvfault,wodbus_qarman_tc1_tempint_neg,wodbus_qarman_tc1_tempint,wodbus_qarman_tc1_fault,wodbus_qarman_tc1_temptc_neg,wodbus_qarman_tc1_temptc,wodbus_qarman_tc2_ocfault,wodbus_qarman_tc2_scgfault,wodbus_qarman_tc2_scvfault,wodbus_qarman_tc2_tempint_neg,wodbus_qarman_tc2_tempint,wodbus_qarman_tc2_fault,wodbus_qarman_tc2_temptc_neg,wodbus_qarman_tc2_temptc,wodbus_qarman_tc3_ocfault,wodbus_qarman_tc3_scgfault,wodbus_qarman_tc3_scvfault,wodbus_qarman_tc3_tempint_neg,wodbus_qarman_tc3_tempint,wodbus_qarman_tc3_fault,wodbus_qarman_tc3_temptc_neg,wodbus_qarman_tc3_temptc,wodbus_suthermocouple,qb50p1_v2_wod_eps_id,rawframe_id,rxtime,id_software,id_satellite,id_packet,opmode,bootcounter,packetcounter,cmdcounter_rx,cmdcounter_valid,uptime,wodeps_entrytime,wodeps_entrynumber,wodeps_validitybits_1,wodeps_validitybits_2,wodeps_validitybits_3,wodeps_valid_panel_0,wodeps_valid_panel_1,wodeps_valid_panel_2,wodeps_valid_panel_3,wodeps_valid_panel_4,wodeps_valid_trxuv_tlm,wodeps_valid_trxuv_state,wodeps_valid_eps,wodeps_valid_ants_state_a,wodeps_valid_ants_state_b,wodeps_valid_ants_temp_a,wodeps_valid_ants_temp_b,wodeps_valid_adcs_pwrtemp,wodeps_valid_adcs_state,wodeps_valid_adcs_meas_calibrated,wodeps_valid_adcs_meas_raw,wodeps_valid_obcsupervisor,wodeps_valid_obcepoch,wodeps_valid_obcrtcworking,wodeps_valid_adcs_actcmds,wodeps_valid_qarman_tcs,wodeps_valid_suthermocouple,wodeps_vboost1,wodeps_vboost2,wodeps_vboost3,wodeps_vbatt,wodeps_curin1,wodeps_curin2,wodeps_curin3,wodeps_cursun,wodeps_cursys,wodeps_curch_1,wodeps_curch_2,wodeps_curch_3,wodeps_curch_4,wodeps_curch_5,wodeps_curch_6,wodeps_output_1,wodeps_output_2,wodeps_output_3,wodeps_output_4,wodeps_output_5,wodeps_output_6,wodeps_output_7,wodeps_output_8,wodeps_output_on_delta_1,wodeps_output_on_delta_2,wodeps_output_on_delta_3,wodeps_output_on_delta_4,wodeps_output_on_delta_5,wodeps_output_on_delta_6,wodeps_output_on_delta_7,wodeps_output_on_delta_8,wodeps_output_off_delta_1,wodeps_output_off_delta_2,wodeps_output_off_delta_3,wodeps_output_off_delta_4,wodeps_output_off_delta_5,wodeps_output_off_delta_6,wodeps_output_off_delta_7,wodeps_output_off_delta_8,wodeps_latchup_1,wodeps_latchup_2,wodeps_latchup_3,wodeps_latchup_4,wodeps_latchup_5,wodeps_latchup_6,wodeps_wdt_i2c_time_left,wodeps_wdt_gnd_time_left,wodeps_wdt_csp_ping1_left,wodeps_wdt_csp_ping2_left,wodeps_counter_wdt_i2c,wodeps_counter_wdt_gnd,wodeps_counter_wdt_csp1,wodeps_counter_wdt_csp2,wodeps_counter_boot,wodeps_temp1,wodeps_temp2,wodeps_temp3,wodeps_temp4,wodeps_temp_batt0,wodeps_temp_batt1,wodeps_bootcause,wodeps_battmode,wodeps_pptmode
2015-03-28 09:10:53,853,250719,2015-04-03 07:59:02,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1133,20,15,5452,1427537453,608341,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,2.2421875,5.2421875,0.4921875,9.2421875,2.9921875,417,382,15.785711,51.900284,81.1827944,116.61267,15.7149,8.145145,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9.7782,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8.6094,7,7,true,true,true,false,false,266692,71828,3,19.2798,3343.108482,3323.55814,2500.0000344,1801.0752936,1006.8426336,88.1427244,39.5894304,54.5234553,3338.2208965,255,75,None,0,1427537453,Detumble + MEMS,0,false,false,false,1054,50467,Nominal,false,false,false,false,16.0625,false,false,19.75,false,false,false,false,16.0625,false,false,18.5,false,false,false,false,16.0625,false,false,18.25,-273.0,798,250720,2015-04-03 07:59:03,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1134,20,15,5453,1427537453,608341,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,332,323,332,8175,0,41,3,6,316,6,4,5,77,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4359,5,5,261,953,0,0,127448,13,12,12,11,0,0,4,Normal,MPPT
2015-03-28 10:12:04,854,250721,2015-04-03 07:59:04,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1135,20,15,5456,1427541124,608701,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6.2421875,9.9921875,3.2421875,24.7421875,7.4921875,401,411,13.537916,29.950524,77.6881708,114.83848,11.5723,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,10.3626,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8.3172,7,7,true,true,true,false,false,270363,3049,5,11.6826,3338.2208965,3328.4457255,2500.0000344,1801.0752936,1004.3988408,87.4486872,39.71162,53.5410507,3338.2208965,255,78,None,0,1427541124,Detumble + MEMS,0,false,false,false,1056,3017,Nominal,false,false,false,false,7.875,false,false,11.75,false,false,false,false,7.8125,false,false,12.25,false,false,false,false,7.8125,false,false,11.75,-273.0,799,250722,2015-04-03 07:59:05,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1136,20,15,5456,1427541124,608701,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,2902,2899,2919,8270,372,754,76,388,329,36,4,5,82,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403,5,5,261,953,0,0,127448,9,7,5,3,0,0,4,Normal,MPPT
2015-03-28 11:12:02,855,250723,2015-04-03 07:59:06,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1137,20,15,5457,1427544722,609061,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-15.5078125,-15.2578125,-12.2578125,-16.2578125,-19.0078125,389,417,18.7376,43.985799,80.64516,117.41912,-2.0391,7.983855,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-13.89,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-13.89,7,7,true,true,true,false,false,273961,6647,5,4.962,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,86.75465,39.5894304,53.0498484,3338.2208965,255,243,None,0,1427544722,Detumble + MEMS,0,false,false,false,1056,6617,Nominal,false,false,false,false,0.5,false,false,4.25,false,false,false,false,0.5,false,false,2.75,false,false,false,false,0.5,false,false,2.75,-273.0,800,250724,2015-04-03 07:59:08,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1138,20,15,5458,1427544722,609061,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,314,323,8020,0,41,3,12,329,6,4,5,77,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4499,5,5,261,953,0,0,127448,-3,-3,-1,-1,0,0,4,Normal,MPPT
2015-03-28 12:00:40,856,250730,2015-04-03 07:59:33,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1144,21,15,5485,1427547640,609349,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13.7421875,12.2421875,4.7421875,16.4921875,13.9921875,410,380,14.112711,52.123271,79.8387084,115.16106,13.0518,8.258048,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,16.4988,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,15.9144,7,7,true,true,true,false,false,276878,9564,5,15.4812,3343.108482,3323.55814,2500.0000344,1801.0752936,1004.3988408,88.1427244,39.9559992,53.7047848,3338.2208965,255,139,None,0,1427547640,Detumble + MEMS,0,false,false,false,1057,337,Nominal,false,false,false,false,11.625,false,false,15.5,false,false,false,false,11.5625,false,false,15.0,false,false,false,false,11.5,false,false,14.5,-273.0,801,250732,2015-04-03 07:59:35,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1146,23,16,5485,1427547640,609349,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3146,3213,3227,8279,68,364,532,340,316,6,4,5,72,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5281,5,5,261,953,0,0,127448,11,10,10,7,0,0,4,Normal,MPPT
2015-03-28 13:00:38,857,250733,2015-04-03 07:59:36,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1147,25,16,5486,1427551238,609709,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-10.5078125,-9.7578125,-15.0078125,-12.5078125,-14.7578125,406,394,14.112711,54.836399,81.1827944,116.29009,-5.8858,8.129016,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-10.0914,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-10.6758,7,7,true,true,true,false,false,280476,13162,5,0.579,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,86.0606128,39.5894304,52.7223802,3338.2208965,255,235,None,0,1427551238,Detumble + MEMS,0,false,false,false,1057,3937,Nominal,false,false,false,true,-4.3125,false,true,-0.5,false,false,false,true,-4.3125,false,true,-1.25,false,false,false,true,-4.3125,false,true,-1.5,-273.0,802,250734,2015-04-03 07:59:38,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1148,26,16,5489,1427551238,609709,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,4369,4748,4693,8150,214,200,402,434,341,33,4,5,79,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5382,5,5,261,953,0,0,127448,-5,-6,-4,-5,0,0,4,Normal,MPPT
2015-03-28 14:00:36,858,250735,2015-04-03 07:59:39,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1149,26,16,5490,1427554836,610069,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,8.2421875,9.7421875,4.7421875,13.7421875,9.2421875,420,416,7.487631,49.696704,79.0322568,116.45138,20.4493,8.161274,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,16.2066,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,15.0378,7,7,true,true,true,false,false,284074,16760,5,23.6628,3343.108482,3323.55814,2500.0000344,1801.0752936,1006.8426336,88.489743,40.0781888,54.8509235,3338.2208965,255,176,None,0,1427554836,Detumble + MEMS,0,false,false,false,1057,7537,Nominal,false,false,false,false,20.5,false,false,24.0,false,false,false,false,20.5,false,false,23.0,false,false,false,false,20.5,false,false,22.75,-273.0,803,250736,2015-04-03 07:59:40,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1150,26,16,5491,1427554836,610069,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,351,342,342,8194,0,41,3,0,329,31,4,5,79,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5487,5,5,261,953,0,0,127448,17,16,16,15,0,0,4,Normal,MPPT
2015-03-28 15:00:34,859,250737,2015-04-03 07:59:41,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1151,26,16,5492,1427558434,610429,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,9.7421875,8.2421875,0.7421875,21.2421875,10.9921875,348,422,14.229104,52.346736,82.2580632,114.5159,10.3887,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,12.7002,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,10.947,7,7,true,true,true,false,false,287672,20358,5,10.806,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,87.1016686,39.8338096,53.5410507,3338.2208965,255,11,None,0,1427558434,Detumble + MEMS,0,false,false,false,1057,11137,Nominal,false,false,false,false,7.0,false,false,11.0,false,false,false,false,6.9375,false,false,11.25,false,false,false,false,6.9375,false,false,10.75,-273.0,804,250738,2015-04-03 07:59:42,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1152,26,16,5493,1427558434,610429,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3431,3482,3429,8270,158,757,90,388,316,6,4,7,72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5604,5,5,261,953,0,0,127448,8,7,5,3,0,0,4,Normal,MPPT
2015-03-28 16:00:32,860,250739,2015-04-03 07:59:43,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1153,26,16,5495,1427562032,610789,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-14.5078125,-14.2578125,-12.0078125,-14.7578125,-19.0078125,359,403,15.057239,19.412775,77.956988,118.22557,-0.5596,7.999984,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-12.7212,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-13.0134,7,7,true,true,true,false,false,291270,23956,5,6.423,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,86.75465,39.5894304,53.2135825,3338.2208965,255,192,None,0,1427562032,Detumble + MEMS,0,false,false,false,1057,14737,Nominal,false,false,false,false,2.0,false,false,5.75,false,false,false,false,2.0,false,false,4.25,false,false,false,false,2.0625,false,false,4.25,-273.0,805,250740,2015-04-03 07:59:44,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1154,26,16,5496,1427562032,610789,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,314,323,8036,0,41,3,6,329,6,4,5,67,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5706,5,5,261,953,0,0,127448,-1,-2,0,0,0,0,4,Normal,MPPT
2015-03-28 17:00:30,861,250741,2015-04-03 07:59:46,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1155,26,16,5497,1427565630,611149,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14.9921875,11.9921875,3.9921875,12.4921875,16.2421875,408,386,13.996796,52.123271,81.4516116,115.16106,13.3477,8.241919,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,16.4988,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,16.2066,7,7,true,true,true,false,false,294868,27554,5,16.3578,3338.2208965,3323.55814,2500.0000344,1801.0752936,1006.8426336,87.1016686,39.8338096,53.8685189,3338.2208965,255,141,None,0,1427565630,Detumble + MEMS,0,false,false,false,1057,18337,Nominal,false,false,false,false,12.625,false,false,16.25,false,false,false,false,12.625,false,false,15.5,false,false,false,false,12.625,false,false,15.25,-273.0,806,250742,2015-04-03 07:59:47,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1156,26,16,5498,1427565630,611149,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3805,3631,4237,8270,2,261,387,288,316,6,4,5,77,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5830,5,5,261,953,0,0,127448,11,10,11,9,0,0,4,Normal,MPPT
2015-03-28 18:00:28,862,250743,2015-04-03 07:59:48,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1157,26,16,5499,1427569228,611509,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-5.5078125,-3.5078125,-9.5078125,4.9921875,-0.5078125,398,393,12.753279,24.626799,76.612902,113.06429,-3.2227,8.22579,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-1.6176,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-2.7864,7,7,true,true,true,false,false,298466,31152,5,-0.5898,3338.2208965,3328.4457255,2500.0000344,1798.6315008,1004.3988408,86.4076314,39.5894304,52.7223802,3338.2208965,255,136,None,0,1427569228,Detumble + MEMS,0,false,false,false,1057,21937,Nominal,false,false,false,true,-5.25,false,true,-1.25,false,false,false,true,-5.3125,false,true,-1.0,false,false,false,true,-5.25,false,true,-1.5,-273.0,807,250744,2015-04-03 07:59:49,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1158,26,16,5499,1427569228,611509,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3507,3520,3125,8251,65,843,379,492,341,36,4,7,79,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5950,5,5,261,953,0,0,127448,-3,-4,-4,-6,0,0,4,Normal,MPPT
2015-03-28 19:00:26,863,250745,2015-04-03 07:59:50,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1159,26,16,5502,1427572826,611869,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-6.0078125,-6.0078125,-7.5078125,-3.2578125,-9.0078125,356,412,12.315431,51.234191,81.1827944,118.22557,8.0215,8.080629,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-3.0786,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-3.663,7,7,true,true,true,false,false,302063,34749,5,13.728,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,87.4486872,39.9559992,53.7047848,3338.2208965,255,199,None,0,1427572826,Detumble + MEMS,0,false,false,false,1057,25537,Nominal,false,false,false,false,9.875,false,false,13.75,false,false,false,false,9.9375,false,false,12.0,false,false,false,false,10.0,false,false,12.0,-273.0,808,250746,2015-04-03 07:59:51,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1160,26,16,5503,1427572826,611869,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,323,314,323,8121,0,41,3,6,316,6,4,5,75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6060,5,5,261,953,0,0,127448,5,5,6,6,0,0,4,Normal,MPPT
2015-03-28 20:00:24,864,250747,2015-04-03 07:59:53,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1161,26,16,5504,1427576424,612229,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,10.2421875,9.2421875,3.4921875,6.9921875,10.7421875,392,412,13.651919,52.570679,80.1075256,114.83848,9.501,8.209661,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,12.7002,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,12.408,7,7,true,true,true,false,false,305661,38347,5,11.9748,3338.2208965,3323.55814,2500.0000344,1801.0752936,1004.3988408,92.6539662,39.8338096,53.7047848,3338.2208965,255,37,None,0,1427576424,Detumble + MEMS,0,false,false,false,1057,29137,Nominal,false,false,false,false,8.1875,false,false,12.0,false,false,false,false,8.125,false,false,11.0,false,false,false,false,8.125,false,false,10.75,-273.0,809,250748,2015-04-03 07:59:54,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1162,26,16,5504,1427576424,612229,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3666,4348,4386,8251,27,238,496,370,316,6,4,7,79,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189,5,5,261,953,0,0,127448,6,6,6,4,0,0,4,Normal,MPPT
2015-03-28 21:00:22,865,250749,2015-04-03 07:59:55,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1163,26,16,5506,1427580022,612589,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,-20.7578125,-17.2578125,-18.0078125,-20.5078125,-25.0078125,395,383,14.9375,21.797756,79.0322568,117.25783,-7.6612,8.016113,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-18.8574,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,-19.1496,7,7,true,true,true,false,false,309259,41945,5,-0.5898,3338.2208965,3323.55814,2500.0000344,1798.6315008,1004.3988408,86.0606128,39.71162,52.7223802,3338.2208965,255,163,None,0,1427580022,Detumble + MEMS,0,false,false,false,1057,32737,Nominal,false,false,false,true,-5.25,false,true,-1.25,false,false,false,true,-5.25,false,true,-2.75,false,false,false,true,-5.125,false,true,-2.75,-273.0,810,250750,2015-04-03 07:59:56,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1164,26,16,5506,1427580022,612589,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,3954,3714,4832,8045,0,41,478,282,329,6,4,7,77,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6302,5,5,261,953,0,0,127448,-8,-9,-6,-7,0,0,4,Normal,MPPT
2015-03-28 22:00:20,866,250751,2015-04-03 07:59:57,QB50pV2,QB50p1,WOD Bus,Nominal,1135,1165,26,16,5509,1427583620,612949,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,10.9921875,11.2421875,0.9921875,20.2421875,15.2421875,408,406,13.311344,51.677775,80.1075256,116.1288,14.8272,8.258048,Nominal,1200,AX.25,Off,Off,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,15.33,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13.869,7,7,true,true,true,false,false,312857,45543,5,17.5266,3343.108482,3328.4457255,2500.0000344,1801.0752936,1004.3988408,87.7957058,39.5894304,53.7047848,3338.2208965,255,223,None,0,1427583620,Detumble + MEMS,0,false,false,false,1057,36337,Nominal,false,false,false,false,13.75,false,false,17.5,false,false,false,false,13.6875,false,false,17.25,false,false,false,false,13.6875,false,false,16.75,-273.0,811,250752,2015-04-03 07:59:59,QB50pV2,QB50p1,WOD EPS,Nominal,1135,1166,26,16,5509,1427583620,612949,255,255,63,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,991,2712,2736,8279,0,664,364,304,316,6,4,5,82,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6424,5,5,261,953,0,0,127448,13,12,11,9,0,0,4,Normal,MPPT
